network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,snr_db,coda_end_sample,trace_start_time,trace_category,trace_name
TA,A04D,BH,48.7201,-122.7063,13,900,manual,0.95,4.06,1252,manual,0.93,uw10822748,11:48.2,nan,48.8711667,-122.7723333,0.09,214,0.26,19.36,0.21,1.5,md,UW,,0.1574,17.49,343.9,"[36.29999923706055, 37.900001525878906, 34.599998474121094]",1928,11:43.3,earthquake_local,A04D.TA_20110714001142_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,0.95,5.83,1060,manual,0,uw10822873,25:00.3,nan,48.5146667,-122.401,0.19,95,0.02,-0.37,0.06,2.1,md,UW,,0.2886,32.07,135.6,"[28.899999618530273, 29.899999618530273, 31.399999618530273]",2276,25:02.1,earthquake_local,A04D.TA_20110902102501_EV
TA,A04D,BH,48.7201,-122.7063,13,600,manual,0.95,5.2,948,manual,0.93,uw10831053,14:11.2,nan,48.6145,-123.0566667,0.09,147,0.12,13.1,0.21,1.5,md,UW,,0.2552,28.35,245.3,"[21.700000762939453, 17.600000381469727, 20.700000762939453]",2592,14:10.4,earthquake_local,A04D.TA_20110927231409_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,0.95,5.1,1165,manual,0.93,uw10831063,15:26.9,nan,48.6173333,-123.063,0.1,149,0.18,12.68,0.13,1.3,md,UW,,0.2579,28.65,246.3,"[23.299999237060547, 18.799999237060547, 17.100000381469727]",2549,15:24.0,earthquake_local,A04D.TA_20110927231522_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,0.95,2.75,653,manual,0.93,uw10827933,50:00.2,nan,48.716,-122.8797,0.24,157,0.9,12.01,0.93,1.7,md,,"[[185.0, 70.0, 10000000000.0], [275.0, 90.0, 10000000000.0]]",0.1149,12.77,267.9,"[62.20000076293945, 49.400001525878906, 41.900001525878906]",1314,49:59.0,earthquake_local,A04D.TA_20111102044958_EV
TA,A04D,BH,48.7201,-122.7063,13,500,manual,0.95,4.46,928,autopicker,0.66,uw10831558,59:57.7,nan,48.699,-122.3563333,0.26,159,6.62,2.48,,1.3,md,UW,,0.2328,25.86,95.4,"[27.299999237060547, 18.299999237060547, 17.299999237060547]",1694,59:57.1,earthquake_local,A04D.TA_20111118175956_EV
TA,A04D,BH,48.7201,-122.7063,13,600,manual,0.95,5.67,970,manual,0.93,uw10829993,07:20.1,nan,48.6373333,-122.9696667,0.11,146,0.34,27.19,0.53,0.5,md,UW,,0.1932,21.47,244.4,"[13.699999809265137, 14.199999809265137, 11.199999809265137]",2679,07:19.7,earthquake_local,A04D.TA_20111204090718_EV
TA,A04D,BH,48.7201,-122.7063,13,900,manual,0.95,2.76,1155,manual,0.93,uw10832408,23:01.0,nan,48.7735,-122.6655,0.22,145,0.88,16.43,0.75,1.2,md,UW,,0.05988,6.65,26.8,"[27.100000381469727, 29.399999618530273, 26.0]",1891,22:54.8,earthquake_local,A04D.TA_20111216022253_EV
TA,A04D,BH,48.7201,-122.7063,13,900,manual,0.97,12.84,1863,manual,0.95,uw60387441,30:27.4,0.1,48.2346,-123.3586,0.32,nan,,44.02,0.6,2,ml,,,0.6557,72.85,221.7,"[19.600000381469727, 16.600000381469727, 18.600000381469727]",3199,30:31.3,earthquake_local,A04D.TA_20120121013030_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,1,11.94,1295,manual,0.99,uw60387646,32:27.2,0.01,48.4055,-123.4863,0.33,nan,,45.11,0.66,2.2,ml,,,0.6019,66.88,238.6,"[12.399999618530273, 24.0, 15.399999618530273]",3184,32:35.2,earthquake_local,A04D.TA_20120121143234_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,1,6.48,1333,manual,0.79,uw60386352,39:10.2,nan,48.9285,-123.0925,0.27,220,1.02,18.24,1.24,0.91,md,UW,,0.3296,36.62,309.2,"[9.899999618530273, 15.399999618530273, 11.899999618530273]",3199,39:08.7,earthquake_local,A04D.TA_20120310053907_EV
TA,A04D,BH,48.7201,-122.7063,13,700,manual,0.84,7.31,1283,manual,1,uw60394672,47:46.5,0,48.755,-122.115,nan,79,,16.1,1.53,2.5,md,,,0.3927,43.64,85.2,"[33.70000076293945, 41.5, 34.099998474121094]",3042,47:46.8,earthquake_local,A04D.TA_20120419174745_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,0.57,11.9,1702,manual,0.55,uw60396527,49:40.8,nan,48.4785,-123.634,0.13,78,0.35,18.62,0.88,1.1,md,UW,,0.6616,73.51,248.2,"[12.600000381469727, 14.300000190734863, 9.399999618530273]",3199,49:44.7,earthquake_local,A04D.TA_20120424204943_EV
TA,A04D,BH,48.7201,-122.7063,13,600,manual,1,6.66,1210,manual,0.6,uw60398817,00:56.3,nan,48.9808333,-123.0816667,0.29,125,0.43,10.34,4.63,1.76,md,UW,,0.36,40,316.4,"[34.099998474121094, 37.599998474121094, 33.099998474121094]",1860,00:57.0,earthquake_local,A04D.TA_20120503020055_EV
TA,A04D,BH,48.7201,-122.7063,13,500,manual,0.59,4.76,880,manual,0,uw60418991,22:49.3,nan,48.603,-123.0506667,0.07,141,0.23,12.57,0.45,0.98,md,UW,,0.2566,28.52,242.6,"[21.799999237060547, 20.700000762939453, 24.5]",2520,22:49.0,earthquake_local,A04D.TA_20120518002248_EV
TA,A04D,BH,48.7201,-122.7063,13,700,manual,1,5.68,1131,manual,0.89,uw60423871,37:59.9,nan,48.6405,-123.1288333,0.04,160,0.27,12.99,0.57,0.57,md,UW,,0.2911,32.35,253.9,"[14.600000381469727, 13.5, 16.700000762939453]",3124,37:58.6,earthquake_local,A04D.TA_20120602023757_EV
TA,A04D,BH,48.7201,-122.7063,13,700,manual,1,5.46,1158,manual,1,uw60423956,47:21.7,0.18,48.647,-123.1294,0.19,nan,,16.33,0.64,2,ml,,,0.2885,32.05,254.6,"[39.70000076293945, 37.5, 36.900001525878906]",2390,47:20.1,earthquake_local,A04D.TA_20120602144719_EV
TA,A04D,BH,48.7201,-122.7063,13,900,manual,1,5.56,1358,manual,1,uw60424101,25:36.9,nan,48.6451667,-123.1275,0.14,87,0.26,13.91,0.52,2.23,md,UW,,0.289,32.12,254.8,"[29.200000762939453, 35.0, 30.600000381469727]",2295,25:33.5,earthquake_local,A04D.TA_20120602212532_EV
TA,A04D,BH,48.7201,-122.7063,13,500,manual,0.97,5.53,955,manual,0.95,uw60424161,59:24.2,nan,48.644,-123.1265,0.12,87,0.24,13.58,0.55,1.92,md,UW,,0.2887,32.08,254.5,"[34.400001525878906, 32.29999923706055, 31.700000762939453]",2335,59:24.8,earthquake_local,A04D.TA_20120603015923_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,0.58,5.46,850,manual,0.88,uw60424166,02:18.8,nan,48.64,-123.1265,0.05,143,0.24,12.36,0.59,0.58,md,UW,,0.2898,32.2,253.7,"[17.299999237060547, 18.299999237060547, 11.600000381469727]",2600,02:20.3,earthquake_local,A04D.TA_20120603020219_EV
TA,A04D,BH,48.7201,-122.7063,13,700,manual,0.91,5.55,1125,manual,0.57,uw60424646,43:39.1,nan,48.6408333,-123.122,0.05,143,0.32,13.23,0.54,0.4,md,UW,,0.2867,31.86,253.7,"[9.100000381469727, 9.100000381469727, 9.300000190734863]",3100,43:37.6,earthquake_local,A04D.TA_20120604154336_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,1,3.81,1112,manual,0.97,uw60433006,57:20.7,nan,48.8738333,-122.542,0.09,112,0.39,0,0.6,0.98,md,UW,,0.1884,20.93,35.2,"[17.399999618530273, 17.600000381469727, 15.5]",2847,57:16.5,earthquake_local,A04D.TA_20120625035715_EV
TA,A04D,BH,48.7201,-122.7063,13,900,manual,0.78,5.8,1378,manual,0.76,uw60421392,45:18.0,nan,48.6406667,-122.3153333,0.27,91,0.8,21.02,2.92,0.81,md,UW,,0.271,30.12,107.3,"[16.700000762939453, 19.100000381469727, 15.100000381469727]",2094,45:14.8,earthquake_local,A04D.TA_20120703074513_EV
TA,A04D,BH,48.7201,-122.7063,13,900,manual,1,5.45,1357,manual,0.58,uw60422037,31:35.9,nan,48.6396667,-123.123,0.07,160,0.43,13.14,1.16,1.75,md,UW,,0.2877,31.96,253.5,"[27.600000381469727, 28.100000381469727, 29.600000381469727]",2173,31:32.3,earthquake_local,A04D.TA_20120704103131_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,0.64,5.47,845,manual,0.97,uw60422317,26:45.3,nan,48.6381667,-123.1266667,0.05,159,0.25,12.17,0.7,0.38,md,UW,,0.2904,32.27,253.4,"[20.799999237060547, 16.600000381469727, 15.0]",2579,26:46.8,earthquake_local,A04D.TA_20120705112645_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,0.71,4.63,1175,manual,1,uw60424422,09:49.6,nan,48.7351667,-122.4888333,0.17,136,0.61,25.78,0.83,1.03,md,UW,,0.1448,16.09,84.1,"[13.899999618530273, 10.800000190734863, 9.100000381469727]",2281,09:46.2,earthquake_local,A04D.TA_20120710160945_EV
TA,A04D,BH,48.7201,-122.7063,13,700,manual,1,3.98,1010,manual,1,uw60442066,03:14.9,nan,48.8415,-122.7066667,0.19,175,0.86,22.67,0.54,1.9,md,UW,,0.1215,13.5,359.9,"[30.700000762939453, 32.20000076293945, 33.599998474121094]",1735,03:11.8,earthquake_local,A04D.TA_20120717100310_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,0.62,5.6,1235,manual,1,uw60442426,24:17.0,nan,48.6398,-123.1295,nan,133,,11.8,0.62,1.7,md,,"[[40.0, 65.0, -70.0]]",0.2918,32.42,253.8,"[22.899999618530273, 25.299999237060547, 23.5]",2620,24:14.6,earthquake_local,A04D.TA_20120718202413_EV
TA,A04D,BH,48.7201,-122.7063,13,600,manual,1,5.63,1035,manual,0.96,uw60442541,09:57.7,nan,48.6476667,-123.1381667,0.05,101,0.37,10.77,1.17,0.46,md,UW,,0.2952,32.8,255.6,"[16.5, 17.100000381469727, 14.0]",2940,09:57.3,earthquake_local,A04D.TA_20120719040956_EV
TA,A04D,BH,48.7201,-122.7063,13,700,manual,1,5.46,1159,manual,0.97,uw60444681,24:02.0,nan,48.6408333,-123.1276667,0.07,147,0.34,12.87,0.73,0.47,md,UW,,0.2903,32.26,253.9,"[24.200000762939453, 22.299999237060547, 21.200000762939453]",1905,24:00.4,earthquake_local,A04D.TA_20120724152359_EV
TA,A04D,BH,48.7201,-122.7063,13,700,manual,1,7.59,1327,manual,0.64,uw60444781,21:00.7,,48.77017,-122.10933,,,,22.2,,2.2,ml,,,0.3983,44.26,83,"[31.200000762939453, 34.29999923706055, 30.799999237060547]",2583,21:01.3,earthquake_local,A04D.TA_20120724202100_EV
TA,A04D,BH,48.7201,-122.7063,13,500,manual,1,8.39,1147,manual,0.65,uw60445206,55:50.2,0.07,48.4994,-123.2884,0.44,nan,,26.11,0.43,2.2,ml,,,0.44,48.89,239.7,"[32.5, 32.0, 33.400001525878906]",2102,55:53.6,earthquake_local,A04D.TA_20120726005552_EV
TA,A04D,BH,48.7201,-122.7063,13,700,manual,1,3.48,1017,manual,0.98,uw60433927,07:22.7,nan,48.8666667,-122.5495,0.16,152,0.58,11.13,0.41,0.94,md,UW,,0.1796,19.96,35.2,"[20.100000381469727, 21.399999618530273, 22.600000381469727]",1931,07:19.2,earthquake_local,A04D.TA_20120801120718_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,1,9.58,1143,manual,0.98,uw60442607,00:25.1,nan,48.3685,-122.7992,nan,54,,50.7,1.09,1.56,md,,"[[355.0, 90.0, -140.0]]",0.3573,39.7,189.9,"[24.100000381469727, 32.70000076293945, 24.5]",1729,00:30.7,earthquake_local,A04D.TA_20120821100029_EV
TA,A04D,BH,48.7201,-122.7063,13,700,manual,0.99,11.19,1535,manual,0.97,uw60457491,01:28.5,nan,48.7453333,-123.5066667,0.09,125,0.45,45.25,0.53,1.09,md,UW,,0.5305,58.94,272.4,"[13.899999618530273, 14.5, 12.800000190734863]",3148,01:32.7,earthquake_local,A04D.TA_20120825120131_EV
TA,A04D,BH,48.7201,-122.7063,13,500,manual,0.99,7.33,1068,manual,0.62,uw60458071,57:07.8,nan,48.654,-123.2766667,0.07,152,0.4,16.73,0.53,0.58,md,UW,,0.3837,42.63,259.8,"[11.100000381469727, 11.300000190734863, 4.800000190734863]",3199,57:10.1,earthquake_local,A04D.TA_20120827105709_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,0.91,11.75,1280,manual,0.89,uw60458456,43:08.4,nan,48.5003333,-123.6286667,0.19,87,0.38,22.03,0.89,1.36,md,UW,,0.6505,72.27,249.8,"[22.700000762939453, 24.899999618530273, 21.299999237060547]",3199,43:16.1,earthquake_local,A04D.TA_20120828164315_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,1,3.02,923,manual,0,uw60461431,16:54.0,nan,48.6495,-122.7818,nan,83,,17,0.51,1.52,md,,"[[40.0, 90.0, -160.0]]",0.08659,9.62,215.2,"[32.20000076293945, 31.899999618530273, 37.900001525878906]",2092,16:49.1,earthquake_local,A04D.TA_20120905121648_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,1,5.77,825,manual,1,uw60449137,10:09.8,nan,48.4875,-122.688,nan,52,,25,0.67,1.58,md,,"[[65.0, 20.0, 130.0]]",0.2331,25.9,177,"[26.0, 31.299999237060547, 28.0]",1693,10:11.6,earthquake_local,A04D.TA_20120907231010_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,1,2.9,923,manual,0,uw60449192,53:43.0,nan,48.661,-122.7908333,0.08,99,0.63,16.04,0.66,0.93,md,UW,,0.08146,9.05,223.3,"[25.399999618530273, 27.200000762939453, 26.100000381469727]",2092,53:37.9,earthquake_local,A04D.TA_20120908035336_EV
TA,A04D,BH,48.7201,-122.7063,13,900,manual,1,8.6,1562,manual,0.84,uw60453522,41:28.2,nan,48.5418333,-122.9738333,0.15,104,0.73,51.09,1.13,0.99,md,UW,,0.2517,27.96,224.7,"[16.299999237060547, 16.899999618530273, 17.600000381469727]",2629,41:27.8,earthquake_local,A04D.TA_20120919044126_EV
TA,A04D,BH,48.7201,-122.7063,13,900,manual,1,4.49,1248,manual,0.76,uw60455222,16:39.3,nan,48.6261667,-123.0023333,0.08,139,0.35,14.25,0.59,0.6,md,UW,,0.2176,24.18,244.2,"[12.600000381469727, 12.699999809265137, 13.0]",3192,16:34.8,earthquake_local,A04D.TA_20120923211633_EV
TA,A04D,BH,48.7201,-122.7063,13,600,manual,1,8.94,1280,manual,1,uw60464212,27:35.5,nan,48.5676667,-123.0703333,0.16,80,0.38,51.03,0.51,2.4,md,UW,,0.2856,31.73,237.5,"[34.5, 29.700000762939453, 34.29999923706055]",1978,27:38.4,earthquake_local,A04D.TA_20121014122737_EV
TA,A04D,BH,48.7201,-122.7063,13,600,manual,1,2.9,722,manual,0,uw60478006,11:23.5,nan,48.6551667,-122.7925,0.09,105,0.76,15.7,0.57,0.95,md,UW,,0.08652,9.61,221.2,"[31.299999237060547, 27.899999618530273, 32.400001525878906]",1688,11:20.4,earthquake_local,A04D.TA_20121018181119_EV
TA,A04D,BH,48.7201,-122.7063,13,900,manual,1,2.83,1023,manual,0,uw60478011,18:14.8,nan,48.6733333,-122.7961667,0.08,127,0.59,15.48,0.83,0.94,md,UW,,0.07574,8.42,231.7,"[29.399999618530273, 36.79999923706055, 33.70000076293945]",2292,18:08.7,earthquake_local,A04D.TA_20121018181807_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,1,8.52,1472,manual,0.71,uw60479176,21:12.8,nan,48.5113333,-122.9713333,0.1,66,0.31,48.79,0.77,1.55,md,UW,,0.2731,30.35,219.9,"[13.800000190734863, 7.900000095367432, 14.5]",3199,21:13.3,earthquake_local,A04D.TA_20121021112112_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,1,6.14,922,manual,0.89,uw60482646,31:02.9,nan,49.0451667,-122.5993333,0.28,194,0.83,13.47,1.58,1.79,md,UW,,0.3329,36.99,12.3,"[22.5, 29.5, 24.399999618530273]",2013,31:05.0,earthquake_local,A04D.TA_20121030033104_EV
TA,A04D,BH,48.7201,-122.7063,13,900,manual,0.64,5.31,1358,manual,0.97,uw60489106,39:13.5,nan,48.9385,-122.4865,0.37,123,1.2,16.84,2.4,0.87,md,UW,,0.2624,29.16,33.6,"[16.200000762939453, 16.5, 14.600000381469727]",2322,39:09.8,earthquake_local,A04D.TA_20121123213908_EV
TA,A04D,BH,48.7201,-122.7063,13,500,manual,1,5.6,950,manual,0.82,uw60489266,35:45.0,nan,48.9633333,-122.4946667,0.22,172,0.56,18.19,0.63,2.21,ml,UW,,0.2807,31.19,29.9,"[37.70000076293945, 44.70000076293945, 38.400001525878906]",1936,35:45.6,earthquake_local,A04D.TA_20121125013544_EV
TA,A04D,BH,48.7201,-122.7063,13,900,manual,1,11.07,1755,manual,0.68,uw60489291,39:08.6,0,48.568,-121.87,nan,114,,1.5,2.28,1.9,ml,,,0.5754,63.93,105.7,"[27.200000762939453, 22.299999237060547, 22.299999237060547]",3199,39:10.6,earthquake_local,A04D.TA_20121125043909_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,0.88,13.53,1468,manual,0,uw60490421,15:59.5,nan,49.1308333,-123.6358333,0.2,113,0.52,18.95,1.31,2.01,md,UW,,0.7381,82.01,303.6,"[36.79999923706055, 29.100000381469727, 31.600000381469727]",2283,16:09.0,earthquake_local,A04D.TA_20121201151608_EV
TA,A04D,BH,48.7201,-122.7063,13,600,manual,0.92,4.31,945,manual,0.9,uw60490836,35:14.7,nan,48.8366667,-122.495,0.23,159,1.34,18.38,1.45,0.89,md,UW,,0.1821,20.23,50.1,"[7.5, 13.899999618530273, 9.699999809265137]",1864,35:13.0,earthquake_local,A04D.TA_20121203133511_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,0.71,7.9,950,manual,0.69,uw60491161,44:38.0,nan,48.4158333,-123.0751667,0.13,63,0.32,21.9,0.81,1.72,md,UW,,0.3908,43.43,218.6,"[19.899999618530273, 19.399999618530273, 22.0]",3000,44:41.9,earthquake_local,A04D.TA_20121204184440_EV
TA,A04D,BH,48.7201,-122.7063,13,900,manual,0.94,10.13,1678,manual,0.59,uw60493036,35:06.2,nan,48.4445,-123.2963333,0.12,94,0.38,39.98,0.24,1.75,md,UW,,0.4792,53.24,234.6,"[22.200000762939453, 23.399999618530273, 27.100000381469727]",3100,35:07.4,earthquake_local,A04D.TA_20121213103506_EV
TA,A04D,BH,48.7201,-122.7063,13,600,manual,1,7.05,1155,manual,0.96,uw60487297,15:44.3,nan,48.6262,-123.2698,nan,153,,8.9,0.52,1.43,md,,"[[350.0, 15.0, -90.0]]",0.3852,42.8,255.6,"[18.899999618530273, 13.100000381469727, 13.899999618530273]",3199,15:45.3,earthquake_local,A04D.TA_20130101041544_EV
TA,A04D,BH,48.7201,-122.7063,13,500,manual,1,8.33,1115,manual,0.75,uw60489632,50:08.3,nan,48.3215,-122.6138333,0.31,86,0.5,28.36,1.44,1.67,md,UW,,0.4036,44.85,171.3,"[16.700000762939453, 13.199999809265137, 14.399999618530273]",3199,50:11.6,earthquake_local,A04D.TA_20130106045010_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,1,3.3,1075,manual,0.73,uw60489782,48:48.9,nan,48.8003333,-122.7716667,0.14,119,0.52,19.12,0.69,1.58,md,UW,,0.09121,10.13,331.7,"[32.0, 30.700000762939453, 27.299999237060547]",1808,48:44.3,earthquake_local,A04D.TA_20130106084843_EV
TA,A04D,BH,48.7201,-122.7063,13,500,manual,1,8.08,1145,manual,1,uw60490977,03:14.5,nan,49.0155,-122.2038333,0.07,208,0.5,12.79,0.42,1.59,md,UW,,0.4444,49.38,48.4,"[12.100000381469727, 15.199999809265137, 15.5]",2295,03:17.6,earthquake_local,A04D.TA_20130112070316_EV
TA,A04D,BH,48.7201,-122.7063,13,900,manual,0.93,4.9,1273,manual,0.58,uw60495892,50:13.0,nan,48.5155,-122.6565,0.16,135,0.63,21.82,1.31,1,md,UW,,0.2074,23.05,170.9,"[16.0, 17.399999618530273, 14.199999809265137]",2598,50:08.9,earthquake_local,A04D.TA_20130121105007_EV
TA,A04D,BH,48.7201,-122.7063,13,500,manual,0.69,10.71,1325,manual,0.67,uw60496642,21:35.7,nan,48.3201667,-123.2478333,0.22,64,0.57,35.07,0.83,0.88,md,UW,,0.5384,59.82,221.7,"[22.600000381469727, 18.899999618530273, 18.0]",3100,21:41.4,earthquake_local,A04D.TA_20130122212140_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,0.97,4.93,1167,manual,0,uw60497212,57:12.0,nan,48.5096667,-122.666,0.13,136,0.55,22.74,1.05,0.99,md,UW,,0.2123,23.59,172.8,"[12.699999809265137, 11.399999618530273, 13.300000190734863]",3068,57:08.9,earthquake_local,A04D.TA_20130124125707_EV
TA,A04D,BH,48.7201,-122.7063,13,500,manual,1,3.12,777,manual,1,uw60505286,17:50.3,,48.6135,-122.62867,,,,15.97,,1.1,md,,,0.1185,13.16,154.3,"[33.599998474121094, 35.20000076293945, 49.400001525878906]",1571,17:48.4,earthquake_local,A04D.TA_20130208061747_EV
TA,A04D,BH,48.7201,-122.7063,13,700,manual,1,6.53,1192,manual,0.99,uw60506021,25:15.0,,48.6575,-123.21383,,,,12.65,,0.6,md,,,0.3421,38.01,259.2,"[17.100000381469727, 19.799999237060547, 11.0]",2050,25:14.5,earthquake_local,A04D.TA_20130213152513_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,1,6.93,935,manual,1,uw60507351,35:51.4,nan,48.7502,-122.1725,nan,92,,20.8,1.27,1.84,md,,"[[50.0, 90.0, 90.0]]",0.3547,39.41,85.3,"[14.100000381469727, 20.899999618530273, 16.299999237060547]",1916,35:54.3,earthquake_local,A04D.TA_20130222013553_EV
TA,A04D,BH,48.7201,-122.7063,13,900,manual,1,6.54,1413,manual,1,uw60507671,43:22.0,,48.429,-122.53517,,,,23.49,,1.7,md,,,0.3127,34.75,158.8,"[9.5, 6.699999809265137, 10.800000190734863]",3089,43:19.5,earthquake_local,A04D.TA_20130226144318_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,1,8.62,1044,manual,0.98,uw60508316,14:12.7,,48.58467,-122.93217,,,,53.49,,1.4,md,,,0.202,22.44,227.7,"[13.399999618530273, 14.5, 10.800000190734863]",3199,14:17.3,earthquake_local,A04D.TA_20130302231416_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,0.91,9.76,1542,manual,0.89,uw60508786,35:34.3,,48.88983,-123.468,,,,15.64,,1.6,md,,,0.5315,59.05,288.4,"[13.600000381469727, 19.399999618530273, 19.899999618530273]",3199,35:36.0,earthquake_local,A04D.TA_20130306203535_EV
TA,A04D,BH,48.7201,-122.7063,13,600,manual,1,5.47,1038,manual,0.81,uw60509241,36:14.2,,48.5935,-123.09433,,,,9.59,,0.8,md,,,0.2868,31.87,243.6,"[18.0, 20.5, 20.200000762939453]",2952,36:13.7,earthquake_local,A04D.TA_20130308183612_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,0.94,5.21,870,manual,0.92,uw60509691,40:07.3,nan,48.5933,-123.094,nan,127,,10.3,0.73,1.62,md,,"[[90.0, 30.0, 50.0]]",0.2867,31.85,243.5,"[27.799999237060547, 32.900001525878906, 30.799999237060547]",2476,40:08.5,earthquake_local,A04D.TA_20130311044007_EV
TA,A04D,BH,48.7201,-122.7063,13,600,manual,1,3.04,878,manual,0.98,uw60510736,09:41.3,,48.60467,-122.6285,,,,13.28,,1.1,md,,,0.1265,14.06,156,"[24.700000762939453, 23.799999237060547, 24.399999618530273]",1640,09:38.4,earthquake_local,A04D.TA_20130315200937_EV
TA,A04D,BH,48.7201,-122.7063,13,700,manual,0.63,5.6,1117,manual,0.62,uw60512006,47:24.0,,48.59317,-123.093,,,,10.12,,0.4,md,,,0.2857,31.79,243.5,"[4.699999809265137, 2.700000047683716, 5.099999904632568]",3068,47:22.6,earthquake_local,A04D.TA_20130322154721_EV
TA,A04D,BH,48.7201,-122.7063,13,600,manual,1,9.35,1290,manual,1,uw60512696,59:01.7,,48.52783,-122.71633,,,,58.92,,1.1,md,,,0.1925,21.39,182,"[11.5, 11.699999809265137, 8.199999809265137]",3199,59:05.0,earthquake_local,A04D.TA_20130325215904_EV
TA,A04D,BH,48.7201,-122.7063,13,500,manual,0.84,5.83,930,manual,0.52,uw60515197,24:59.4,,48.64283,-123.14217,,,,14.88,,0.6,md,,,0.299,33.23,254.8,"[20.5, 17.899999618530273, 18.600000381469727]",2720,25:00.2,earthquake_local,A04D.TA_20130406002459_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,0.5,23.7,2312,manual,0.5,602762008,57:07.1,0.93,47.3875,-122.6935,1.0434,55.14,3.86099,17.16,,3.4,ml,,,1.33,148.18,359.6,"[22.299999237060547, 20.200000762939453, 18.299999237060547]",5900,57:26.8,earthquake_local,A04D.TA_20130407085725_EV
TA,A04D,BH,48.7201,-122.7063,13,900,manual,1,4.95,1280,manual,0.77,uw60523782,37:55.1,,48.62417,-123.04717,,,,13.56,,1.5,md,,,0.2455,27.28,246.8,"[24.700000762939453, 23.399999618530273, 25.299999237060547]",2065,37:51.0,earthquake_local,A04D.TA_20130501203750_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,1,3,1075,manual,1,uw60532637,48:06.2,0,48.614,-122.635,nan,183,,15.5,1.02,2.5,ml,,,0.1158,12.86,156,"[49.20000076293945, 51.599998474121094, 48.79999923706055]",1817,48:01.2,earthquake_local,A04D.TA_20130522134800_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,0.69,3.78,1115,manual,1,uw60534751,46:32.7,,48.82333,-122.583,,,,18.88,,0.9,md,,,0.1316,14.63,38.3,"[15.899999618530273, 17.399999618530273, 15.5]",2860,46:28.5,earthquake_local,A04D.TA_20130530214627_EV
TA,A04D,BH,48.7201,-122.7063,13,400,manual,1,9.62,1153,manual,0.67,uw60537116,48:17.7,,48.54483,-123.45233,,,,22.05,,2,md,,,0.5251,58.34,250.2,"[23.399999618530273, 25.299999237060547, 24.799999237060547]",1847,48:23.3,earthquake_local,A04D.TA_20130607034822_EV
TA,A04D,BH,48.7201,-122.7063,13,500,manual,1,5.05,905,manual,1,uw60544362,39:26.0,nan,48.6307,-123.0878,nan,132,,11.3,0.81,1.37,md,,"[[170.0, 80.0, -80.0]]",0.2683,29.81,250.3,"[30.100000381469727, 26.899999618530273, 27.700000762939453]",1732,39:26.1,earthquake_local,A04D.TA_20130621043925_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,1,5.12,1200,manual,0.77,uw60544372,47:55.8,,48.62433,-123.087,,,,11.34,,0.4,md,,,0.2699,29.99,249,"[11.300000190734863, 13.300000190734863, 9.699999809265137]",3199,47:52.9,earthquake_local,A04D.TA_20130621044751_EV
TA,A04D,BH,48.7201,-122.7063,13,800,manual,0.79,5.15,1197,manual,0.77,uw60544377,52:15.0,,48.62167,-123.08433,,,,11.79,,0.4,md,,,0.2693,29.92,248.3,"[6.099999904632568, 9.699999809265137, 3.0999999046325684]",2224,52:12.2,earthquake_local,A04D.TA_20130621045211_EV
